"id","Value","area","ratio","rValue"
1,239218768,1.36895538598772e-05,0.000219032861758036,52396.7713412716
2,192881824,0.00256624135055203,0.0410598616088324,7919701.00029917
3,311617792,3.64555640129381e-06,5.8328902420701e-05,18176.3237821223
4,308632608,0.00826720163092326,0.132275226094772,40824448.0034192
5,319176288,0.0301768063331667,0.482828901330668,154107536.465841
6,313444608,0.0318290653083457,0.509265044933531,159626382.377293
7,284564448,0.025950105385731,0.415201686171696,118151638.634118
8,275519680,0.0470998719642359,0.753597951427775,207631066.426036
9,127095384,0.0249469311301523,0.399150898082437,50730236.6657323
10,313522080,0.000246159175951213,0.0039385468152194,1234821.38968496
11,311407072,0.0300145454036314,0.480232726458102,149547867.224894
12,322914528,0.0625,1,322914528
13,318499552,0.0625,1,318499552
14,290177280,0.0625,1,290177280
15,280814976,0.0625,1,280814976
16,128960944,0.0164835274054071,0.263736438486514,34011700.0744188
17,334156832,0.00399274191311624,0.0638838706098599,21347231.8188887
18,318618976,0.0365306587885653,0.584490540617044,186229777.533089
19,315223040,0.0625,1,315223040
20,339987136,0.0625,1,339987136
21,331844192,0.0625,1,331844192
22,129850944,0.0204851286244778,0.327762057991646,42560212.6375979
23,340594208,0.0269406301372776,0.431050082196441,146813161.354032
24,324015776,0.060529182820147,0.968466925122352,313798562.273853
25,320416576,0.0625,1,320416576
26,349583840,0.0625,1,349583840
27,343448128,0.0625,1,343448128
28,135800400,0.0150043942146577,0.240070307434524,32601643.7777313
29,307241664,0.00386956768559711,0.0619130829695538,19022278.6349358
30,305334080,0.0573875390344279,0.918200624550847,280357942.952658
31,271671040,0.0625,1,271671040
32,269621824,0.0625,1,269621824
33,152879488,0.0625,1,152879488
34,151272224,0.0303271680554702,0.485234688887524,73402530.5499638
35,118492112,0.000494299864883249,0.00790879783813198,937130.159221292
36,309901440,0.0303469934413426,0.485551895061481,150473231.474282
37,275681504,0.0605091519824111,0.968146431718578,266900064.388411
38,274352256,0.0623659372615507,0.997854996184812,273763769.364174
39,155798928,0.0341060024309327,0.545696038894923,85018857.8736754
40,154755872,0.000566029314825299,0.00905646903720479,1401541.76309363
41,164292512,0.0261574808622169,0.41851969379547,68759651.8151286
42,163618832,0.0267164501612366,0.427463202579786,69941029.9290839
