"id","Value","area","ratio","rValue"
1,285765824,1.36895538598772e-05,0.000219032861758036,62592.1062233631
2,227084272,0.00256624135055203,0.0410598616088324,9324048.78186246
3,371783264,3.64555640129381e-06,5.8328902420701e-05,21685.7097275057
4,368511904,0.00826720163092326,0.132275226094772,48744995.420215
5,381815264,0.0301768063331667,0.482828901330668,184351444.428399
6,375555008,0.0318290653083457,0.509265044933531,191257038.024132
7,337169856,0.025950105385731,0.415201686171696,139993492.737468
8,326561248,0.0470998719642359,0.753597951427775,246095887.508498
9,147344576,0.0249469311301523,0.399150898082437,58812719.837976
10,374554784,0.000246159175951213,0.0039385468152194,1475201.55164839
11,372055520,0.0300145454036314,0.480232726458102,178673236.763387
12,386644768,0.0625,1,386644768
13,381683680,0.0625,1,381683680
14,343699136,0.0625,1,343699136
15,333051840,0.0625,1,333051840
16,149390912,0.0164835274054071,0.263736438486514,39399827.0731322
17,398826496,0.00399274191311624,0.0638838706098599,25478580.2662478
18,381757152,0.0365306587885653,0.584490540617044,223133444.156903
19,378027264,0.0625,1,378027264
20,392133920,0.0625,1,392133920
21,382577024,0.0625,1,382577024
22,151779072,0.0204851286244778,0.327762057991646,49747420.9987822
23,406253056,0.0269406301372776,0.431050082196441,175115413.181356
24,388195072,0.060529182820147,0.968466925122352,375954087.72749
25,383844192,0.0625,1,383844192
26,402371904,0.0625,1,402371904
27,395798752,0.0625,1,395798752
28,158412608,0.0150043942146577,0.240070307434524,38030163.5040647
29,367928416,0.00386956768559711,0.0619130829695538,22779582.5466645
30,365559552,0.0573875390344279,0.918200624550847,335657008.956928
31,324400928,0.0625,1,324400928
32,322123008,0.0625,1,322123008
33,180257248,0.0625,1,180257248
34,178267328,0.0303271680554702,0.485234688887524,86501491.4408901
35,137751232,0.000494299864883249,0.00790879783813198,1089446.64584162
36,371161184,0.0303469934413426,0.485551895061481,180218016.264463
37,329318720,0.0605091519824111,0.968146431718578,318828743.66613
38,327515136,0.0623659372615507,0.997854996184812,326812614.783748
39,183529040,0.0341060024309327,0.545696038894923,100151070.150188
40,182267424,0.000566029314825299,0.00905646903720479,1650699.28194708
41,191487120,0.0261574808622169,0.41851969379547,80141130.8281765
42,190744048,0.0267164501612366,0.427463202579786,81536061.6311124
