"id","Value","area","ratio","rValue"
1,34861908,0.00206708280618959,0.0330733248990335,1152999.20988421
2,35953396,0.039938571063254,0.639017137012063,22974836.177781
3,44351560,0.0335078161984072,0.536125059174515,23777982.7294821
4,45045300,0.00549310030154846,0.0878896048247754,3959013.61621346
5,33084204,0.00616752920981294,0.0986804673570071,3264764.71285456
6,32362118,0.0553527248919925,0.885643598271879,28661302.6332192
7,43593040,0.0625,1,43593040
8,44171416,0.0419607216904808,0.671371547047694,29655431.8952072
9,46682068,0.0300154222125882,0.480246755401412,22418911.6924281
10,46002564,0.061273362848257,0.980373805572112,45099708.7347547
11,50982028,0.0194367566872188,0.310988106995501,15854804.3785116
12,45643672,0.000443089128388727,0.00708942605421963,323587.437487055
13,41446268,0.0146048383068691,0.233677412909906,9685056.68101063
14,48140268,0.000816211616966623,0.013059385871466,628682.335767785
