"id","Value","area","ratio","rValue"
1,85298984,0.00283505346312259,0.0453608554099614,3869234.87984061
2,163719280,0.0127085082783425,0.20333613245348,33290045.2032684
3,169325200,0.0447519784761638,0.71603165561862,121242203.293954
4,125664368,0.047895766225065,0.766332259601039,96300659.0807765
5,129849072,0.0472868216726099,0.756589146761759,98242398.5922862
6,97580392,0.0218211739536739,0.349138783258782,34069099.332795
