"id","Value","area","ratio","rValue"
1,32894956,0.00105649683169637,0.016903949307142,556054.668684665
2,44936456,0.0178932111441505,0.286291378306408,12864919.9244453
3,167897552,0.0208191658109043,0.333106652974469,55927791.5893269
4,137467360,0.0306571537769334,0.490514460430934,67429727.917265
5,13787447,0.0080966169440753,0.129545871105205,1786106.83193184
6,156355072,0.0580758073146524,0.929212917034438,145287152.54625
7,137024464,0.0347382856542642,0.555812570468227,76159919.552871
8,46351096,0.0510816115695406,0.81730578511265,37883018.9071118
9,42047024,0.0456578659168695,0.730525854669912,30716438.1439263
10,35558048,0.00660432990171405,0.105669278427425,3757393.27444774
