"id","Value","area","ratio","rValue"
1,63511580,0.00105649683169637,0.016903949307142,1073596.52873649
2,79233192,0.0178932111441505,0.286291378306408,22683779.7452963
3,229282288,0.0208191658109043,0.333106652974469,76375455.5420084
4,195837568,0.0306571537769334,0.490514460430934,96061158.9996264
5,36864344,0.0080966169440753,0.129545871105205,4775623.55620193
6,221525504,0.0580758073146524,0.929212917034438,205844359.769364
7,198223776,0.0347382856542642,0.555812570468227,110175266.466478
8,91326376,0.0510816115695406,0.81730578511265,74641575.4381731
9,84860192,0.0456578659168695,0.730525854669912,61992564.2882529
10,75621160,0.00660432990171405,0.105669278427425,7990833.41104484
