"id","Value","area","ratio","rValue"
1,2551182,0.00383175357705518,0.0613080572328828,156408.012067501
2,382208.03125,0.00713186498892892,0.114109839822863,43613.6972249492
3,586677.5,0.0546135409534767,0.873816655255627,512648.570763733
4,459275.6875,0.0464528201823086,0.743245122916938,341354.414808699
5,2631047.5,0.00516847175795072,0.0826955481272114,217575.915161229
6,1864800.375,0.00109877176222017,0.0175803481955226,32783.8399076412
7,525307.3125,0.00749290124690459,0.119886419950473,62977.2130694296
8,242721.0625,0.0329579897681705,0.527327836290727,127993.572710311
9,345467.4375,0.0625,1,345467.4375
10,344028,0.0625,1,344028
11,11097464,0.0317316566227746,0.507706505964394,5634254.67250565
12,11295161,0.0488275145750721,0.781240233201153,8824234.21368457
13,1901162.125,0.0258905592728039,0.414248948364863,787554.410952358
14,600141.375,0.0103935992017845,0.166297587228552,99802.0626585257
15,248064,0.00158904189136903,0.0254246702619044,6306.94540384907
16,21371.66796875,0.0566741301504528,0.906786082407245,19379.5310718912
17,246145.5625,0.0625,1,246145.5625
18,158339.25,0.0625,1,158339.25
19,2655747,0.0617397032056995,0.987835251291192,2623440.50511083
20,14754883,0.0610748063834583,0.977196902135333,14418425.9589693
21,3272913.75,0.0603743215754441,0.965989145207106,3161599.15569908
22,525123.625,0.0227339874286017,0.363743798857627,191010.462227388
23,3303606.75,0.00504338743005679,0.0806941988809086,266581.900108812
24,95215.7734375,0.0587996364162471,0.940794182659953,89578.4457474681
25,133775.203125,0.0625,1,133775.203125
26,428080.625,0.0625,1,428080.625
27,694899.1875,0.0581994573460714,0.931191317537143,647084.089963615
28,26325096,0.0149221494385174,0.238754391016279,6285232.26392508
29,3892524.5,0.0557922661837015,0.892676258939225,3474764.20848928
30,58329.5390625,0.0409729115078995,0.655566584126391,38238.89667687
31,26444848,0.0305145732886339,0.488233172618142,12911252.0384445
32,1816716.875,0.0625,1,1816716.875
33,0,0.0625,1,0
34,43780.97265625,0.0625,1,43780.97265625
35,220051.40625,0.0567378029885574,0.907804847816918,199763.73336268
36,972858.8125,0.00154537788684625,0.02472604618954,24054.9519337761
37,3188681.25,0.0259643155902603,0.415429049444165,1324670.82066793
38,3888.6357421875,0.0485982703779411,0.777572326047058,3023.69553920246
39,15701407,0.0478685226565725,0.765896362505159,12025650.507513
40,7679179,0.0625,1,7679179
41,707839.4375,0.0625,1,707839.4375
42,6191868,0.0625,1,6191868
43,46188948,0.0408544433937251,0.653671094299602,30192380.1837074
44,35740056,0.00118518648049686,0.0189629836879498,677738.098934412
45,6249479.5,0.00497704711522553,0.0796327538436085,497663.262674177
46,25123178,0.0457615916463687,0.732185466341899,18394825.7999205
47,11148137,0.0598673636143194,0.957877817829111,10678553.14242
48,14401621,0.048459087357886,0.775345397726176,11166230.5621466
49,12579206,0.0213412767662721,0.341460428260354,4295301.06793521
50,144229472,0.00460106809564379,0.0736170895303006,10617753.953132
51,20764232,0.0140035897009747,0.224057435215595,4652380.56614159
52,10034538,0.0180742123047706,0.28918739687633,2901861.92307662
