"id","Value","area","ratio","rValue"
1,12610047,0.0106740233584207,0.170784373734731,2153598.97966053
2,6879462.5,0.0424329676615417,0.678927482584668,4670656.15666062
3,5702259,0.00579464416481064,0.0927143066369702,528680.989449423
4,28777190,0.00637824916473771,0.102051986635803,2936769.40929598
5,25689182,0.0464747347633029,0.743595756212846,19102366.7157794
6,18630604,0.0550501588416623,0.880802541466597,16409883.3522577
7,4727315.5,0.0293962097532317,0.470339356051708,2223442.52812326
8,36312644,0.00229570122686223,0.0367312196297957,1333807.70210258
9,90717320,0.0519321489098204,0.830914382557127,75378325.9350373
10,81776408,0.0625,1,81776408
11,31562626,0.0625,1,31562626
12,29220518,0.0474170835877702,0.758673337404323,22168827.9117431
13,74220240,0.0106996604244633,0.171194566791412,12706101.8339546
14,64651716,0.0624658039864699,0.999452863783519,64616342.7047187
15,37720580,0.0153352901619039,0.245364642590463,9255296.63000497
16,38217520,1.13959912278559e-05,0.000182335859645695,6968.42436272654
17,23760038,0.0181592103301006,0.29054736528161,6903416.43989093
18,29992724,0.00215006345530408,0.0344010152848653,1031780.15675875
