"id","Value","area","ratio","rValue"
1,2356971.5,0.00199006943920333,0.0318411110272533,75048.5912195718
2,5567457,0.0191839691045818,0.306943505673309,1708894.76926541
3,19884182,0.0381111350592079,0.609778160947327,12124939.9319019
4,23121740,0.0440792321784225,0.705267714854759,16307016.7332659
5,5179549.5,0.0334831548785694,0.535730478057111,2774842.52975547
6,2736098,0.0235128975604051,0.376206360966481,1029337.47182767
