"id","Value","area","ratio","rValue"
1,61847.16796875,0.00897768693509307,0.143642990961489,8883.91218952886
2,79176.328125,0.0173765366990018,0.278024587184029,22012.9659417003
3,1573805.875,0.0175820674999994,0.28131307999999,442732.178018329
4,6146297,0.0179029867857412,0.286447788571859,1760593.18355585
5,7072752.5,0.0184399829000723,0.295039726401157,2086742.9625031
6,7627717.5,0.00591050670199657,0.0945681072319452,721338.806474985
7,1195.11437988281,0.0130517486468835,0.208827978350136,249.573319848104
8,34658.31640625,0.0624076559891184,0.998522495825894,34607.1085990923
9,159248.3125,0.0625,1,159248.3125
10,987437.8125,0.0625,1,987437.8125
11,1936925.375,0.0625,1,1936925.375
12,2944391,0.0204574738564508,0.327319581703213,963756.830490706
13,245871.6875,0.0449398744609173,0.719037991374676,176791.084315902
14,653874.75,0.0625,1,653874.75
15,20824.03515625,0.0625,1,20824.03515625
16,6602.923828125,0.0625,1,6602.923828125
17,36316.08203125,0.0236955769268007,0.379129230828812,13768.4882472238
18,13659.5380859375,0.0196625143099683,0.314600228959493,4297.29380931686
19,52154.6015625,0.046824208136638,0.749187330186208,39073.5667015348
20,1949129.75,0.0624155934029047,0.998649494446475,1946497.43944808
21,2923694.5,0.0625,1,2923694.5
22,3814839.25,0.0619152516866329,0.990644026986126,3779147.71692473
23,3324572,0.0125882179924546,0.201411487879274,669606.993081773
24,3787610.5,0.0118135139820032,0.189016223712051,715919.833602112
