"id","Value","area","ratio","rValue"
1,80597.078125,0.00897768693509307,0.143642990961489,11577.2053646318
2,101388.5703125,0.0173765366990018,0.278024587184029,28188.5154063117
3,1953294.625,0.0175820674999994,0.28131307999999,549487.327106175
4,7578203.5,0.0179029867857412,0.286447788571859,2170759.63392252
5,8819832,0.0184399829000723,0.295039726401157,2602200.82018417
6,9429726,0.00591050670199657,0.0945681072319452,891751.339535861
7,2458.01684570312,0.0130517486468835,0.208827978350136,513.302688638762
8,48846.15234375,0.0624076559891184,0.998522495825894,48773.9819497731
9,190898.703125,0.0625,1,190898.703125
10,1205511.375,0.0625,1,1205511.375
11,2504637.25,0.0625,1,2504637.25
12,3758572.5,0.0204574738564508,0.327319581703213,1230254.3785012
13,294193.625,0.0449398744609173,0.719037991374676,211536.393195235
14,707729.5625,0.0625,1,707729.5625
15,25548.185546875,0.0625,1,25548.185546875
16,5233.8359375,0.0625,1,5233.8359375
17,76762.921875,0.0236955769268007,0.379129230828812,29103.0675266409
18,21058.36328125,0.0196625143099683,0.314600228959493,6624.96590979344
19,82917.3046875,0.046824208136638,0.749187330186208,62120.5941250645
20,2203195,0.0624155934029047,0.998649494446475,2200219.572917
21,3349277.5,0.0625,1,3349277.5
22,4424427.5,0.0619152516866329,0.990644026986126,4383032.67570816
23,3801785,0.0125882179924546,0.201411487879274,765723.173447105
24,4381336.5,0.0118135139820032,0.189016223712051,828143.680041773
