"id","Value","area","ratio","rValue"
68,632625.25,0.0498733177532316,0.797973084051706,504817.921791481
69,154239,0.00325643338844184,0.0521029342150694,8036.30447039809
70,309017.78125,1.46373507697175e-05,0.00023419761231548,72.3712265317773
71,12560462,0.0288020749064936,0.460833198503897,5788277.87814666
72,13704804,0.0625,1,13704804
73,14770519,0.0597727421863221,0.956363874981154,14125990.7863228
74,15195577,0.059394870428538,0.950317926856608,14440629.23203
75,8840579,0.0450240907472153,0.720385451955445,6368624.49846281
76,11605991,0.0105360149102925,0.16857623856468,1956494.30759553
77,11736148,0.0331914129374661,0.531062606999458,6232629.35301148
78,14309913,0.0625,1,14309913
79,9105969,0.0625,1,9105969
80,9979333,0.0625,1,9979333
81,1716277.375,0.0625,1,1716277.375
82,163782.4375,0.0624960180586093,0.999936288937749,163772.002746929
83,126461.3515625,0.0104803087455386,0.167684939928618,21205.6641400496
84,10861867,0.0210707800163405,0.337132480261449,3661888.16197998
85,15893208,0.0625,1,15893208
86,25300612,0.0625,1,25300612
87,23781618,0.0625,1,23781618
88,15332509,0.0625,1,15332509
89,17837540,0.0625,1,17837540
90,11067400,0.0625,1,11067400
91,10784223,0.0625,1,10784223
92,6349869,0.0625,1,6349869
93,3936431.5,0.0625,1,3936431.5
94,460206.65625,0.0625,1,460206.65625
95,210662.609375,0.0505461306618439,0.808738090589502,170370.87646454
96,280658.46875,0.016638367715911,0.266213883454576,74715.1808903523
97,16586880,0.0314514167424188,0.5032226678787,8346894.00538385
98,12094113,0.060473433900376,0.967574942406016,11701960.6894269
99,14177710,0.0625,1,14177710
100,23067706,0.0625,1,23067706
101,26169052,0.0625,1,26169052
102,23507790,0.0625,1,23507790
103,20464734,0.0625,1,20464734
104,8367370,0.0625,1,8367370
105,8932968,0.0625,1,8932968
106,886765.9375,0.0625,1,886765.9375
107,514406.96875,0.0625,1,514406.96875
108,298969.5625,0.0625,1,298969.5625
109,1045624.625,0.0612282726442044,0.979652362307271,1024348.6339679
110,479947.9375,0.0569287732630422,0.910860372208675,437165.556992036
111,289441.15625,0.0200759361655495,0.321214978648792,92972.8348249254
112,14790121,0.0215457268506802,0.344731629610884,5098622.51447215
113,13379106,0.0576563743835383,0.922501990136612,12342251.9112487
114,14126834,0.0625,1,14126834
115,18346338,0.0625,1,18346338
116,20034066,0.0625,1,20034066
117,15153137,0.0625,1,15153137
118,11235536,0.0625,1,11235536
119,2614878.75,0.0625,1,2614878.75
120,2896968.75,0.0625,1,2896968.75
121,1216422.75,0.0625,1,1216422.75
122,2246413.75,0.0625,1,2246413.75
123,1249913,0.0625,1,1249913
124,524568.75,0.0625,1,524568.75
125,287170.0625,0.0625,1,287170.0625
126,142942.921875,0.0465523137522114,0.744837020035382,106469.179964525
127,318301.5,0.0144952207799891,0.231923532479826,73821.6082736273
128,13891749,0.00542773490848896,0.0868437585358234,1206411.69579627
129,16385824,0.0620668737352416,0.993069979763866,16272269.9080943
130,19833792,0.0625,1,19833792
131,19008872,0.0625,1,19008872
132,10881428,0.0625,1,10881428
133,7807411,0.0625,1,7807411
134,1881807.125,0.0625,1,1881807.125
135,1058176.875,0.04180931732551,0.668949077208161,707866.444054265
136,642902.125,0.0177941170665802,0.284705873065284,183038.010793651
137,1561832.875,0.0515633930227767,0.825014288364427,1288534.43791229
138,745822.5,0.0471080929486366,0.753729487178186,562148.410450952
139,692549.5,0.0584954615568529,0.935927384909646,648176.042455483
140,241728.640625,0.0625,1,241728.640625
141,157760.796875,0.0625,1,157760.796875
142,481178.46875,0.0491164205468048,0.785862728748878,378140.224467081
143,333703.1875,0.00403874503401096,0.0646199205441754,21563.8734615881
144,9644180,0.0122801215465545,0.196481944744872,1894907.2418696
145,5338081.5,0.0216126814311892,0.345802902899028,1845924.0786116
146,4664582.5,0.0584405455047122,0.935048728075395,4361611.93362775
147,3399819,0.0607062545176101,0.971300072281762,3302244.44044491
148,3327947.5,0.0536589426171717,0.858543081874748,2857186.30296736
149,273680.34375,0.0351530359097734,0.562448574556375,153931.119226286
150,1433705,0.0264560474774022,0.423296759638435,606882.680777422
151,692022.75,0.0017346179626075,0.0277538874017199,19206.3214829286
152,632689.125,0.037995662917161,0.607930606674576,384631.083597657
153,163004.015625,0.0625,1,163004.015625
154,206974.453125,0.0625,1,206974.453125
155,536032.75,0.0608268202771166,0.973229124433866,521682.683950377
156,577480.0625,0.00159697470571799,0.0255515952914878,14755.5368459031
157,960607.75,0.0352574304102413,0.56411888656386,541896.974354615
158,1587003,0.0370078911382606,0.59212625821217,939706.148161488
159,2053683,0.0152017990935676,0.243228785497082,499514.821886004
160,618471.4375,0.0160221777822703,0.256354844516324,158548.1491981
161,330328.875,0.0469587547576952,0.751340076123123,248189.322088166
162,225528.4375,0.0625,1,225528.4375
163,405838.28125,0.0598728909040509,0.957966254464815,388779.378207501
164,531043.75,0.00672973872739143,0.107675819638263,57180.5710450268
165,452067.71875,0.0025985089491715,0.041576143186744,18795.2322048547
166,448933.96875,0.0154123959929204,0.246598335886726,110706.369616774
167,425382.15625,0.0601511998968998,0.962419198350397,409395.953810688
168,705735.0625,0.0372679577015775,0.596287323225239,420820.871324322
169,546731.8125,5.76369182192303e-05,0.000922190691507685,504.190988238625
170,239987.015625,0.00035142483928559,0.00562279742856943,1349.3983743463
171,226218.25,0.0101726839574808,0.162762943319692,36819.9482026299
172,541143.375,0.004276082928489,0.0684173268558239,37023.5831632387
