"id","Value","area","ratio","rValue"
1,5040660,0.00641533329299362,0.102645332687898,517400.222666579
2,3060692.25,0.0469212346760515,0.750739754816824,2297783.34933475
3,2791441.75,0.036007278519861,0.576116456317776,1608195.52902749
4,3532672,0.00113575552866901,0.0181720884587041,64196.0280795873
5,9622209,0.0185318443540551,0.296509509664881,2853076.472483
6,8743976,0.0624160741708088,0.998657186732941,8732234.47302036
7,6517406.5,0.012725713631445,0.20361141810312,1327018.37981949
8,5508431,0.00173116485059603,0.0276986376095364,152576.034066136
9,13971723,0.032869261089663,0.525908177434607,7347843.37855119
10,9378844,0.0446323154715269,0.714117047544431,6697592.3866598
11,8560129,0.0625,1,8560129
12,6948448.5,0.0416202252780375,0.6659236044486,4627135.87044547
13,5805825.5,0.0161404460866019,0.258247137385631,1499337.8155355
14,10621868,0.0389167125671465,0.622667401074344,6613890.94211474
15,22576504,0.0625,1,22576504
16,20363778,0.0625,1,20363778
17,4658658,0.0625,1,4658658
18,3819339.75,0.0498562142721371,0.797699428354194,3046685.13526545
19,2150819,0.00346238164279079,0.0553981062846527,119151.29956105
20,11757456,1.28609687460347e-05,0.000205775499936556,2419.39638638206
21,10701300,0.0335238462295868,0.536381539673388,5739979.77050683
22,22371994,0.0625,1,22371994
23,19683200,0.0625,1,19683200
24,4284057,0.0622096656137591,0.995354649820145,4264156.05504454
25,10256898,0.00594970869448511,0.0951953391117618,976408.883344752
26,9221586,0.0625,1,9221586
27,6843717.5,0.0625,1,6843717.5
28,5767592.5,0.0625,1,5767592.5
29,10724615,1.84093206376285e-05,0.000294549130202057,3158.92602000193
30,9675905,0.00853141398430564,0.13650262374889,1320786.41964501
31,6992321,0.03037694689886,0.48603115038176,3398485.81946854
32,5868323,0.038556366069291,0.616901857108655,3620179.35681344
