"id","Value","area","ratio","rValue"
1,14877240,0.00641533329299362,0.102645332687898,1527079.2492777
2,10167897,0.0469212346760515,0.750739754816824,7633444.50078272
3,9203161,0.036007278519861,0.576116456317776,5302092.50224196
4,10973347,0.00113575552866901,0.0181720884587041,199408.632372056
5,27822394,0.0185318443540551,0.296509509664881,8249604.40264312
6,25935464,0.0624160741708088,0.998657186732941,25900637.5148535
7,19486638,0.012725713631445,0.20361141810312,3967701.99724214
8,17202956,0.00173116485059603,0.0276986376095364,476498.4440568
9,37074688,0.032869261089663,0.525908177434607,19497881.5950367
10,27452870,0.0446323154715269,0.714117047544431,19604562.4710211
11,25650458,0.0625,1,25650458
12,20792824,0.0416202252780375,0.6659236044486,13846432.3047454
13,18207844,0.0161404460866019,0.258247137385631,4702123.59096413
14,31456958,0.0389167125671465,0.622667401074344,19587222.2835648
15,54597292,0.0625,1,54597292
16,50733252,0.0625,1,50733252
17,14737108,0.0625,1,14737108
18,12863451,0.0498562142721371,0.797699428354194,10261167.5093622
19,6961553,0.00346238164279079,0.0553981062846527,385656.853000243
20,33581376,1.28609687460347e-05,0.000205775499936556,6910.22443495745
21,31701656,0.0335238462295868,0.536381539673388,17004183.0554761
22,54451940,0.0625,1,54451940
23,49764212,0.0625,1,49764212
24,13913423,0.0622096656137591,0.995354649820145,13848790.2779646
25,28668632,0.00594970869448511,0.0951953391117618,2729120.14511031
26,26764320,0.0625,1,26764320
27,20889318,0.0625,1,20889318
28,18633198,0.0625,1,18633198
29,29598898,1.84093206376285e-05,0.000294549130202057,8718.32966083939
30,27597910,0.00853141398430564,0.13650262374889,3767187.12498574
31,21365252,0.03037694689886,0.48603115038176,10384178.0077562
32,19028286,0.038556366069291,0.616901857108655,11738584.9709946
